Date,1 yr,30YR,SPREAD,SP500,GOLD,OIL,CHHUSD,JPYUSD
1977-03-01,5.50,7.80,2.30,0.00,148.34,0.00,2.55,280.23
1977-04-01,5.44,7.73,2.29,0.00,149.18,0.00,2.53,275.21
1977-05-01,5.84,7.80,1.95,0.00,146.54,0.00,2.52,277.43
1977-06-01,5.80,7.64,1.84,0.00,140.83,0.00,2.49,272.86
1977-07-01,5.94,7.64,1.71,0.00,143.40,0.00,2.41,264.86
1977-08-01,6.37,7.68,1.31,0.00,145.01,0.00,2.41,266.68
1977-09-01,6.53,7.64,1.12,0.00,149.33,0.00,2.37,266.77
1977-10-01,6.97,7.77,0.81,0.00,158.85,0.00,2.28,254.74
1977-11-01,6.95,7.85,0.89,0.00,162.13,0.00,2.20,244.70
1977-12-01,6.96,7.94,0.98,0.00,160.48,0.00,2.08,241.02
1978-01-01,7.28,8.18,0.90,0.00,173.21,0.00,1.99,241.08
1978-02-01,7.34,8.25,0.92,0.00,178.36,0.00,1.91,240.37
1978-03-01,7.31,8.23,0.92,0.00,183.77,0.00,1.90,231.86
1978-04-01,7.45,8.34,0.89,0.00,175.32,0.00,1.91,221.86
1978-05-01,7.82,8.43,0.61,0.00,176.19,0.00,1.97,226.18
1978-06-01,8.09,8.50,0.41,0.00,183.76,0.00,1.89,214.11
1978-07-01,8.39,8.65,0.26,0.00,188.57,0.00,1.80,199.70
1978-08-01,8.31,8.47,0.16,0.00,206.45,0.00,1.67,188.71
1978-09-01,8.64,8.47,-0.17,0.00,212.21,0.00,1.57,189.92
1978-10-01,9.14,8.67,-0.47,0.00,227.43,0.00,1.54,183.63
1978-11-01,10.01,8.75,-1.26,0.00,207.08,0.00,1.67,192.14
1978-12-01,10.30,8.88,-1.41,0.00,207.89,0.00,1.68,195.96
1979-01-01,10.41,8.94,-1.48,0.00,226.99,0.00,1.67,197.76
1979-02-01,10.24,9.00,-1.24,0.00,245.59,0.00,1.68,200.51
1979-03-01,10.25,9.03,-1.22,0.00,242.35,0.00,1.68,206.32
1979-04-01,10.12,9.08,-1.04,0.00,239.17,0.00,1.72,216.29
1979-05-01,10.12,9.19,-0.92,0.00,257.74,0.00,1.73,218.41
1979-06-01,9.57,8.92,-0.65,0.00,279.36,0.00,1.70,218.60
1979-07-01,9.64,8.93,-0.71,0.00,295.01,0.00,1.65,216.51
1979-08-01,9.98,8.98,-1.00,0.00,300.79,0.00,1.66,217.93
1979-09-01,10.84,9.17,-1.68,0.00,354.50,0.00,1.61,222.41
1979-10-01,12.44,9.85,-2.60,0.00,390.96,0.00,1.63,230.48
1979-11-01,12.39,10.30,-2.09,0.00,391.52,0.00,1.64,244.98
1979-12-01,11.98,10.12,-1.86,0.00,463.67,0.00,1.60,240.37
1980-01-01,12.06,10.60,-1.46,0.00,674.58,0.00,1.60,237.89
1980-02-01,13.92,12.13,-1.79,0.00,665.89,0.00,1.64,244.35
1980-03-01,15.82,12.34,-3.48,0.00,554.28,0.00,1.76,248.48
1980-04-01,13.30,11.40,-1.90,0.00,516.71,0.00,1.76,250.28
1980-05-01,9.39,10.36,0.97,0.00,514.27,0.00,1.66,228.63
1980-06-01,8.16,9.81,1.66,0.00,600.79,0.00,1.63,217.92
1980-07-01,8.65,10.24,1.59,0.00,645.75,0.00,1.61,221.14
1980-08-01,10.24,11.00,0.76,0.00,626.36,0.00,1.65,223.91
1980-09-01,11.52,11.34,-0.18,0.00,673.94,0.00,1.64,214.42
1980-10-01,12.49,11.59,-0.90,0.00,662.27,0.00,1.66,209.32
1980-11-01,14.15,12.37,-1.78,0.00,623.88,0.00,1.73,213.11
1980-12-01,14.88,12.40,-2.49,0.00,596.71,0.00,1.79,209.49
1981-01-01,14.08,12.14,-1.94,0.00,557.81,0.00,1.82,202.37
1981-02-01,14.57,12.80,-1.77,0.00,500.80,0.00,1.94,205.72
1981-03-01,13.71,12.69,-1.03,0.00,499.69,0.00,1.92,208.79
1981-04-01,14.32,13.20,-1.13,0.00,496.63,0.00,1.97,214.98
1981-05-01,16.20,13.60,-2.59,0.00,480.32,0.00,2.07,220.63
1981-06-01,14.86,12.96,-1.90,0.00,460.50,0.00,2.07,224.18
1981-07-01,15.72,13.59,-2.13,0.00,409.28,0.00,2.10,232.33
1981-08-01,16.72,14.17,-2.55,0.00,410.24,0.00,2.17,233.33
1981-09-01,16.52,14.67,-1.86,0.00,443.77,0.00,2.02,229.48
1981-10-01,15.38,14.68,-0.70,0.00,437.68,0.00,1.88,231.52
1981-11-01,12.41,13.35,0.94,0.00,413.40,0.00,1.79,223.13
1981-12-01,12.85,13.45,0.60,0.00,410.12,0.00,1.82,218.95
1982-01-01,14.32,14.22,-0.09,0.00,384.16,0.00,1.84,224.81
1982-02-01,14.73,14.22,-0.51,0.00,374.46,0.00,1.89,235.31
1982-03-01,13.95,13.53,-0.42,0.00,329.98,0.00,1.89,241.23
1982-04-01,13.98,13.37,-0.61,0.00,350.34,0.00,1.96,244.11
1982-05-01,13.34,13.24,-0.10,0.00,334.51,0.00,1.95,236.96
1982-06-01,14.07,13.92,-0.14,0.00,314.96,0.00,2.08,251.20
1982-07-01,13.24,13.55,0.31,0.00,337.90,0.00,2.10,255.03
1982-08-01,11.43,12.77,1.34,0.00,363.41,0.00,2.11,259.05
1982-09-01,10.85,12.07,1.21,0.00,438.15,0.00,2.14,263.29
1982-10-01,9.32,11.17,1.85,0.00,422.79,0.00,2.17,271.62
1982-11-01,9.16,10.54,1.38,0.00,415.11,0.00,2.19,264.09
1982-12-01,8.91,10.54,1.63,0.00,444.78,0.00,2.05,241.94
1983-01-01,8.62,10.63,2.01,0.00,481.84,0.00,1.97,232.73
1983-02-01,8.92,10.88,1.96,0.00,493.49,0.00,2.02,236.12
1983-03-01,9.04,10.63,1.59,0.00,420.71,0.00,2.07,238.25
1983-04-01,8.98,10.48,1.50,0.00,433.17,0.00,2.06,237.75
1983-05-01,8.90,10.53,1.62,0.00,437.39,0.00,2.06,234.76
1983-06-01,9.66,10.93,1.28,0.00,413.15,0.00,2.11,240.03
1983-07-01,10.20,11.40,1.20,0.00,422.65,0.00,2.12,240.52
1983-08-01,10.53,11.82,1.29,0.00,416.20,0.00,2.16,244.46
1983-09-01,10.16,11.63,1.48,0.00,412.25,0.00,2.16,242.35
1983-10-01,9.81,11.58,1.77,0.00,394.25,0.00,2.11,232.89
1983-11-01,9.94,11.75,1.81,0.00,381.02,0.00,2.17,235.03
1983-12-01,10.11,11.88,1.77,0.00,388.06,0.00,2.20,234.46
1984-01-01,9.90,11.75,1.85,0.00,370.73,0.00,2.24,233.80
1984-02-01,10.04,11.95,1.91,0.00,386.04,0.00,2.21,233.60
1984-03-01,10.59,12.38,1.79,0.00,394.74,0.00,2.15,225.27
1984-04-01,10.90,12.65,1.75,0.00,381.37,0.00,2.19,225.20
1984-05-01,11.66,13.43,1.77,0.00,376.96,0.00,2.27,230.48
1984-06-01,12.08,13.44,1.36,0.00,378.31,0.00,2.28,233.57
1984-07-01,12.03,13.21,1.18,0.00,347.61,0.00,2.41,243.07
1984-08-01,11.82,12.54,0.72,0.00,347.68,0.00,2.41,242.26
1984-09-01,11.58,12.29,0.71,0.00,340.95,0.00,2.50,245.46
1984-10-01,10.90,11.98,1.09,0.00,340.22,0.00,2.52,246.75
1984-11-01,9.82,11.56,1.74,0.00,341.29,0.00,2.47,243.63
1984-12-01,9.33,11.52,2.18,0.00,319.62,0.00,2.56,247.96
1985-01-01,9.02,11.45,2.43,0.00,302.85,0.00,2.66,254.18
1985-02-01,9.29,11.47,2.18,0.00,300.33,0.00,2.80,260.48
1985-03-01,9.86,11.81,1.95,0.00,303.20,0.00,2.80,257.92
1985-04-01,9.14,11.47,2.33,0.00,324.88,0.00,2.59,251.85
1985-05-01,8.46,11.05,2.58,0.00,316.40,0.00,2.61,251.73
1985-06-01,7.80,10.45,2.64,0.00,316.30,0.00,2.57,248.84
1985-07-01,7.86,10.50,2.64,0.00,317.20,0.00,2.41,241.14
1985-08-01,8.05,10.56,2.51,0.00,330.13,0.00,2.30,237.46
1985-09-01,8.07,10.61,2.55,0.00,323.76,0.00,2.34,236.53
1985-10-01,8.01,10.50,2.49,0.00,326.09,0.00,2.17,214.68
1985-11-01,7.88,10.06,2.18,0.00,325.55,0.00,2.13,204.07
1985-12-01,7.67,9.54,1.86,0.00,321.99,0.00,2.10,202.79
1986-01-01,7.73,9.40,1.67,0.00,345.56,22.93,2.07,199.89
1986-02-01,7.61,8.93,1.32,0.00,339.05,15.46,1.95,184.85
1986-03-01,7.03,7.96,0.93,0.00,346.09,12.61,1.91,178.69
1986-04-01,6.44,7.39,0.95,0.00,340.72,12.84,1.90,175.09
1986-05-01,6.65,7.52,0.87,0.00,342.33,15.38,1.85,167.03
1986-06-01,6.73,7.57,0.84,250.84,342.80,13.43,1.84,167.54
1986-07-01,6.27,7.27,1.01,236.12,348.55,11.59,1.74,158.61
1986-08-01,5.93,7.33,1.39,252.93,376.29,15.10,1.66,154.18
1986-09-01,5.77,7.62,1.85,231.32,418.15,14.87,1.65,154.73
1986-10-01,5.72,7.70,1.97,243.98,423.86,14.90,1.64,156.47
1986-11-01,5.80,7.52,1.72,249.22,396.98,15.22,1.69,162.85
1986-12-01,5.87,7.37,1.50,242.17,391.60,16.11,1.66,162.05
1987-01-01,5.78,7.39,1.61,274.08,408.52,18.65,1.56,154.83
1987-02-01,5.96,7.54,1.58,284.20,401.05,17.75,1.54,153.41
1987-03-01,6.03,7.55,1.52,291.70,408.85,18.30,1.54,151.43
1987-04-01,6.50,8.25,1.75,288.36,439.67,18.68,1.50,142.90
1987-05-01,7.00,8.78,1.78,290.10,461.65,19.44,1.47,140.48
1987-06-01,6.80,8.57,1.77,304.00,449.28,20.07,1.51,144.55
1987-07-01,6.68,8.64,1.95,318.66,450.33,21.34,1.54,150.29
1987-08-01,7.03,8.97,1.94,329.80,460.99,20.31,1.54,147.33
1987-09-01,7.67,9.59,1.92,321.83,460.12,19.53,1.50,143.29
1987-10-01,7.59,9.61,2.02,251.79,465.76,19.86,1.49,143.32
1987-11-01,6.96,8.95,1.99,230.30,468.14,18.85,1.38,135.40
1987-12-01,7.17,9.12,1.95,247.08,487.08,17.28,1.33,128.24
1988-01-01,6.99,8.83,1.84,257.07,477.76,17.13,1.35,127.69
1988-02-01,6.64,8.43,1.79,267.82,442.12,16.80,1.39,129.17
1988-03-01,6.71,8.63,1.92,258.89,443.49,16.20,1.39,127.11
1988-04-01,7.01,8.95,1.94,261.33,451.56,17.86,1.38,124.90
1988-05-01,7.40,9.23,1.83,262.16,451.32,17.42,1.41,124.79
1988-06-01,7.49,9.00,1.51,273.50,451.66,16.53,1.46,127.47
1988-07-01,7.75,9.14,1.39,272.02,437.45,15.50,1.53,133.02
1988-08-01,8.17,9.32,1.15,261.52,431.06,15.52,1.58,133.77
1988-09-01,8.09,9.06,0.96,271.91,413.44,14.54,1.58,134.32
1988-10-01,8.11,8.89,0.79,278.97,406.39,13.77,1.54,128.68
1988-11-01,8.48,9.02,0.55,273.70,419.97,14.14,1.47,123.20
1988-12-01,8.99,9.01,0.01,277.72,419.25,16.38,1.48,123.61
1989-01-01,9.05,8.93,-0.12,297.47,404.45,18.02,1.56,127.36
1989-02-01,9.25,9.01,-0.24,288.86,387.97,17.94,1.57,127.74
1989-03-01,9.57,9.17,-0.40,294.87,390.27,19.48,1.61,130.55
1989-04-01,9.36,9.03,-0.34,309.64,384.72,21.07,1.65,132.04
1989-05-01,8.98,8.83,-0.15,320.52,371.35,20.12,1.73,137.86
1989-06-01,8.44,8.27,-0.17,317.98,367.73,20.05,1.71,143.98
1989-07-01,7.89,8.08,0.18,346.08,375.21,19.78,1.63,140.42
1989-08-01,8.18,8.12,-0.06,351.45,365.55,18.58,1.66,141.49
1989-09-01,8.22,8.15,-0.07,349.15,361.80,19.59,1.69,145.07
1989-10-01,7.99,8.00,0.01,340.36,366.80,20.10,1.63,142.21
1989-11-01,7.77,7.90,0.13,345.99,394.36,19.86,1.62,143.53
1989-12-01,7.72,7.90,0.17,353.40,409.66,21.10,1.57,143.69
1990-01-01,7.92,8.26,0.34,329.08,410.12,22.86,1.52,144.98
1990-02-01,8.11,8.50,0.39,331.89,416.54,22.11,1.49,145.69
1990-03-01,8.35,8.56,0.21,339.94,393.66,20.39,1.51,153.31
1990-04-01,8.40,8.76,0.35,330.80,374.93,18.43,1.49,158.46
1990-05-01,8.32,8.73,0.41,361.23,368.85,18.20,1.42,154.04
1990-06-01,8.10,8.46,0.36,358.02,352.66,16.70,1.43,153.70
1990-07-01,7.94,8.50,0.56,356.15,361.82,18.45,1.39,149.04
1990-08-01,7.78,8.86,1.08,322.56,394.86,27.31,1.31,147.46
